DATE,TIME,実績(万kW)
2023/5/11,15:00,614
2023/5/11,16:00,624
2023/5/11,17:00,612
2023/5/11,18:00,609
2023/5/11,19:00,603
2023/5/11,20:00,588
2023/5/11,21:00,568
2023/5/11,22:00,542
2023/5/11,23:00,525
2023/5/12,0:00,506
2023/5/12,1:00,507
2023/5/12,2:00,524
2023/5/12,3:00,570
2023/5/12,4:00,596
2023/5/12,5:00,595
2023/5/12,6:00,573
2023/5/12,7:00,549
2023/5/12,8:00,568
2023/5/12,9:00,602
2023/5/12,10:00,614
2023/5/12,11:00,619
2023/5/12,12:00,590
2023/5/12,13:00,631
2023/5/12,14:00,621
2023/5/12,15:00,619
2023/5/12,16:00,617
2023/5/12,17:00,596
2023/5/12,18:00,602
2023/5/12,19:00,596
2023/5/12,20:00,570
2023/5/12,21:00,550
2023/5/12,22:00,525
2023/5/12,23:00,507
2023/5/13,0:00,489
2023/5/13,1:00,485
2023/5/13,2:00,503
2023/5/13,3:00,542
2023/5/13,4:00,562
2023/5/13,5:00,542
2023/5/13,6:00,497
2023/5/13,7:00,483
2023/5/13,8:00,511
2023/5/13,9:00,536
2023/5/13,10:00,543
2023/5/13,11:00,548
2023/5/13,12:00,519
2023/5/13,13:00,533
2023/5/13,14:00,541
2023/5/13,15:00,539
2023/5/13,16:00,544
2023/5/13,17:00,550
2023/5/13,18:00,556
2023/5/13,19:00,554
2023/5/13,20:00,539
2023/5/13,21:00,519
2023/5/13,22:00,487
2023/5/13,23:00,466
2023/5/14,0:00,454
2023/5/14,1:00,448
2023/5/14,2:00,470
2023/5/14,3:00,514
2023/5/14,4:00,537
2023/5/14,5:00,521
2023/5/14,6:00,482
2023/5/14,7:00,464
2023/5/14,8:00,475
2023/5/14,9:00,476
2023/5/14,10:00,473
2023/5/14,11:00,479
2023/5/14,12:00,475
2023/5/14,13:00,475
2023/5/14,14:00,487
2023/5/14,15:00,479
2023/5/14,16:00,491
2023/5/14,17:00,520
2023/5/14,18:00,540
2023/5/14,19:00,540
2023/5/14,20:00,526
2023/5/14,21:00,505
2023/5/14,22:00,485
2023/5/14,23:00,465
2023/5/15,0:00,443
2023/5/15,1:00,438
2023/5/15,2:00,468
2023/5/15,3:00,518
2023/5/15,4:00,548
2023/5/15,5:00,543
2023/5/15,6:00,534
2023/5/15,7:00,526
2023/5/15,8:00,575
2023/5/15,9:00,621
2023/5/15,10:00,616
2023/5/15,11:00,639
2023/5/15,12:00,622
2023/5/15,13:00,660
2023/5/15,14:00,654
2023/5/15,15:00,626
2023/5/15,16:00,628
2023/5/15,17:00,626
2023/5/15,18:00,613
2023/5/15,19:00,603
2023/5/15,20:00,583
2023/5/15,21:00,558
2023/5/15,22:00,536
2023/5/15,23:00,514
2023/5/16,0:00,497
2023/5/16,1:00,485
2023/5/16,2:00,512
2023/5/16,3:00,556
2023/5/16,4:00,581
2023/5/16,5:00,572
2023/5/16,6:00,553
2023/5/16,7:00,529
2023/5/16,8:00,571
2023/5/16,9:00,617
2023/5/16,10:00,638
2023/5/16,11:00,652
2023/5/16,12:00,612
2023/5/16,13:00,658
2023/5/16,14:00,648
2023/5/16,15:00,648
2023/5/16,16:00,645
2023/5/16,17:00,631
2023/5/16,18:00,623
2023/5/16,19:00,607
2023/5/16,20:00,584
2023/5/16,21:00,561
2023/5/16,22:00,538
2023/5/16,23:00,524
2023/5/17,0:00,501
2023/5/17,1:00,490
2023/5/17,2:00,512
2023/5/17,3:00,554
2023/5/17,4:00,578
2023/5/17,5:00,571
2023/5/17,6:00,556
2023/5/17,7:00,540
2023/5/17,8:00,583
2023/5/17,9:00,635
2023/5/17,10:00,663
2023/5/17,11:00,682
2023/5/17,12:00,649
2023/5/17,13:00,692
2023/5/17,14:00,686
2023/5/17,15:00,678
2023/5/17,16:00,684
2023/5/17,17:00,667
2023/5/17,18:00,643
2023/5/17,19:00,623
2023/5/17,20:00,599
2023/5/17,21:00,571
2023/5/17,22:00,548
2023/5/17,23:00,534
2023/5/18,0:00,503
2023/5/18,1:00,497
2023/5/18,2:00,515
2023/5/18,3:00,550
2023/5/18,4:00,575
2023/5/18,5:00,569
2023/5/18,6:00,545
2023/5/18,7:00,534
2023/5/18,8:00,582
2023/5/18,9:00,627
2023/5/18,10:00,647
2023/5/18,11:00,650
2023/5/18,12:00,612
2023/5/18,13:00,636
2023/5/18,14:00,636
2023/5/18,15:00,628
2023/5/18,16:00,634
2023/5/18,17:00,622
2023/5/18,18:00,620
2023/5/18,19:00,599
2023/5/18,20:00,569
2023/5/18,21:00,548
2023/5/18,22:00,517
2023/5/18,23:00,504
2023/5/19,0:00,494
2023/5/19,1:00,492
2023/5/19,2:00,512
2023/5/19,3:00,551
2023/5/19,4:00,581
2023/5/19,5:00,585
2023/5/19,6:00,578
2023/5/19,7:00,593
2023/5/19,8:00,628
2023/5/19,9:00,649
2023/5/19,10:00,636
2023/5/19,11:00,628
2023/5/19,12:00,590
2023/5/19,13:00,599
2023/5/19,14:00,605
2023/5/19,15:00,604
2023/5/19,16:00,615
2023/5/19,17:00,611
2023/5/19,18:00,608
2023/5/19,19:00,604
2023/5/19,20:00,577
2023/5/19,21:00,547
2023/5/19,22:00,524
2023/5/19,23:00,503
2023/5/20,0:00,487
2023/5/20,1:00,478
2023/5/20,2:00,501
2023/5/20,3:00,541
2023/5/20,4:00,568
2023/5/20,5:00,551
2023/5/20,6:00,512
2023/5/20,7:00,492
2023/5/20,8:00,506
2023/5/20,9:00,529
2023/5/20,10:00,537
2023/5/20,11:00,500
2023/5/20,12:00,504
2023/5/20,13:00,506
2023/5/20,14:00,515
2023/5/20,15:00,524
2023/5/20,16:00,537
2023/5/20,17:00,555
2023/5/20,18:00,559
2023/5/20,19:00,563
2023/5/20,20:00,543
2023/5/20,21:00,518
2023/5/20,22:00,497
2023/5/20,23:00,484
2023/5/21,0:00,467
2023/5/21,1:00,455
2023/5/21,2:00,475
2023/5/21,3:00,518
2023/5/21,4:00,548
2023/5/21,5:00,529
2023/5/21,6:00,491
2023/5/21,7:00,467
2023/5/21,8:00,457
2023/5/21,9:00,486
2023/5/21,10:00,499
2023/5/21,11:00,506
2023/5/21,12:00,517
2023/5/21,13:00,510
2023/5/21,14:00,504
2023/5/21,15:00,507
2023/5/21,16:00,532
2023/5/21,17:00,553
2023/5/21,18:00,556
2023/5/21,19:00,562
2023/5/21,20:00,544
2023/5/21,21:00,523
2023/5/21,22:00,496
2023/5/21,23:00,468
2023/5/22,0:00,457
2023/5/22,1:00,448
2023/5/22,2:00,468
2023/5/22,3:00,509
2023/5/22,4:00,537
2023/5/22,5:00,541
2023/5/22,6:00,527
2023/5/22,7:00,528
2023/5/22,8:00,579
2023/5/22,9:00,617
2023/5/22,10:00,636
2023/5/22,11:00,650
2023/5/22,12:00,632
2023/5/22,13:00,662
2023/5/22,14:00,687
2023/5/22,15:00,667
2023/5/22,16:00,646
2023/5/22,17:00,627
2023/5/22,18:00,615
2023/5/22,19:00,593
2023/5/22,20:00,576
2023/5/22,21:00,548
2023/5/22,22:00,526
2023/5/22,23:00,507
2023/5/23,0:00,483
2023/5/23,1:00,467
2023/5/23,2:00,485
2023/5/23,3:00,523
2023/5/23,4:00,552
2023/5/23,5:00,560
2023/5/23,6:00,542
2023/5/23,7:00,548
2023/5/23,8:00,602
2023/5/23,9:00,630
2023/5/23,10:00,626
2023/5/23,11:00,650
2023/5/23,12:00,607
2023/5/23,13:00,654
2023/5/23,14:00,639
2023/5/23,15:00,618
2023/5/23,16:00,623
2023/5/23,17:00,617
2023/5/23,18:00,601
2023/5/23,19:00,589
2023/5/23,20:00,569
2023/5/23,21:00,546
2023/5/23,22:00,519
2023/5/23,23:00,504
2023/5/24,0:00,487
2023/5/24,1:00,472
2023/5/24,2:00,493
2023/5/24,3:00,542
2023/5/24,4:00,569
2023/5/24,5:00,562
2023/5/24,6:00,548
2023/5/24,7:00,526
2023/5/24,8:00,571
2023/5/24,9:00,621
2023/5/24,10:00,628
2023/5/24,11:00,630
2023/5/24,12:00,593
2023/5/24,13:00,629
2023/5/24,14:00,631
2023/5/24,15:00,613
2023/5/24,16:00,633
2023/5/24,17:00,627
2023/5/24,18:00,608
2023/5/24,19:00,596
2023/5/24,20:00,575
2023/5/24,21:00,553
2023/5/24,22:00,526
2023/5/24,23:00,504
2023/5/25,0:00,483
2023/5/25,1:00,476
2023/5/25,2:00,487
2023/5/25,3:00,528
2023/5/25,4:00,563
2023/5/25,5:00,561
2023/5/25,6:00,531
2023/5/25,7:00,521
2023/5/25,8:00,565
2023/5/25,9:00,595
2023/5/25,10:00,587
2023/5/25,11:00,582
2023/5/25,12:00,549
2023/5/25,13:00,604
2023/5/25,14:00,619
2023/5/25,15:00,615
2023/5/25,16:00,621
2023/5/25,17:00,610
2023/5/25,18:00,597
2023/5/25,19:00,587
2023/5/25,20:00,574
2023/5/25,21:00,546
2023/5/25,22:00,512
2023/5/25,23:00,499
2023/5/26,0:00,474
2023/5/26,1:00,468
2023/5/26,2:00,489
2023/5/26,3:00,529
2023/5/26,4:00,558
2023/5/26,5:00,550
2023/5/26,6:00,539
2023/5/26,7:00,539
2023/5/26,8:00,589
2023/5/26,9:00,603
2023/5/26,10:00,601
2023/5/26,11:00,613
2023/5/26,12:00,601
2023/5/26,13:00,646
2023/5/26,14:00,638
2023/5/26,15:00,629
2023/5/26,16:00,640
2023/5/26,17:00,615
2023/5/26,18:00,591
2023/5/26,19:00,584
2023/5/26,20:00,565
2023/5/26,21:00,542
2023/5/26,22:00,515
2023/5/26,23:00,500
2023/5/27,0:00,479
2023/5/27,1:00,462
2023/5/27,2:00,473
2023/5/27,3:00,510
2023/5/27,4:00,531
2023/5/27,5:00,521
2023/5/27,6:00,472
2023/5/27,7:00,461
2023/5/27,8:00,481
2023/5/27,9:00,498
2023/5/27,10:00,504
2023/5/27,11:00,521
2023/5/27,12:00,505
2023/5/27,13:00,515
2023/5/27,14:00,512
2023/5/27,15:00,529
2023/5/27,16:00,539
2023/5/27,17:00,527
2023/5/27,18:00,532
2023/5/27,19:00,539
2023/5/27,20:00,522
2023/5/27,21:00,498
2023/5/27,22:00,473
2023/5/27,23:00,455
2023/5/28,0:00,438
2023/5/28,1:00,425
2023/5/28,2:00,439
2023/5/28,3:00,474
2023/5/28,4:00,498
2023/5/28,5:00,487
2023/5/28,6:00,444
2023/5/28,7:00,426
2023/5/28,8:00,434
2023/5/28,9:00,451
2023/5/28,10:00,445
2023/5/28,11:00,485
2023/5/28,12:00,481
2023/5/28,13:00,479
2023/5/28,14:00,471
2023/5/28,15:00,478
2023/5/28,16:00,493
2023/5/28,17:00,520
2023/5/28,18:00,545
2023/5/28,19:00,538
2023/5/28,20:00,517
2023/5/28,21:00,492
2023/5/28,22:00,464
2023/5/28,23:00,452
2023/5/29,0:00,444
2023/5/29,1:00,437
2023/5/29,2:00,457
2023/5/29,3:00,485
2023/5/29,4:00,509
2023/5/29,5:00,518
2023/5/29,6:00,510
2023/5/29,7:00,527
2023/5/29,8:00,585
2023/5/29,9:00,651
2023/5/29,10:00,651
2023/5/29,11:00,655
2023/5/29,12:00,614
2023/5/29,13:00,657
2023/5/29,14:00,665
2023/5/29,15:00,673
2023/5/29,16:00,671
2023/5/29,17:00,654
2023/5/29,18:00,636
2023/5/29,19:00,608
2023/5/29,20:00,591
2023/5/29,21:00,566
2023/5/29,22:00,543
2023/5/29,23:00,528
2023/5/30,0:00,491
2023/5/30,1:00,479
2023/5/30,2:00,494
2023/5/30,3:00,535
2023/5/30,4:00,570
2023/5/30,5:00,571
2023/5/30,6:00,557
2023/5/30,7:00,567
2023/5/30,8:00,624
2023/5/30,9:00,649
2023/5/30,10:00,642
2023/5/30,11:00,649
2023/5/30,12:00,605
2023/5/30,13:00,638
2023/5/30,14:00,651
2023/5/30,15:00,640
2023/5/30,16:00,638
2023/5/30,17:00,625
2023/5/30,18:00,622
2023/5/30,19:00,606
2023/5/30,20:00,586
2023/5/30,21:00,566
2023/5/30,22:00,540
2023/5/30,23:00,521
2023/5/31,0:00,491
2023/5/31,1:00,475
2023/5/31,2:00,499
2023/5/31,3:00,546
2023/5/31,4:00,569
2023/5/31,5:00,573
2023/5/31,6:00,556
2023/5/31,7:00,548
2023/5/31,8:00,603
2023/5/31,9:00,627
2023/5/31,10:00,623
2023/5/31,11:00,615
2023/5/31,12:00,581
2023/5/31,13:00,614
2023/5/31,14:00,630
2023/5/31,15:00,623
2023/5/31,16:00,633
2023/5/31,17:00,632
2023/5/31,18:00,614
2023/5/31,19:00,604
2023/5/31,20:00,582
2023/5/31,21:00,559
2023/5/31,22:00,537
2023/5/31,23:00,511
2023/6/1,0:00,489
2023/6/1,1:00,474
2023/6/1,2:00,496
2023/6/1,3:00,529
2023/6/1,4:00,557
2023/6/1,5:00,565
2023/6/1,6:00,552
2023/6/1,7:00,554
2023/6/1,8:00,599
2023/6/1,9:00,623
2023/6/1,10:00,653
2023/6/1,11:00,663
2023/6/1,12:00,609
2023/6/1,13:00,630
2023/6/1,14:00,653
2023/6/1,15:00,659
2023/6/1,16:00,651
2023/6/1,17:00,628
2023/6/1,18:00,627
2023/6/1,19:00,609
2023/6/1,20:00,591
2023/6/1,21:00,568
2023/6/1,22:00,545
2023/6/1,23:00,534
2023/6/2,0:00,513
2023/6/2,1:00,498
2023/6/2,2:00,518
2023/6/2,3:00,556
2023/6/2,4:00,575
2023/6/2,5:00,580
2023/6/2,6:00,579
2023/6/2,7:00,574
2023/6/2,8:00,636
2023/6/2,9:00,677
2023/6/2,10:00,671
2023/6/2,11:00,665
2023/6/2,12:00,612
2023/6/2,13:00,645
2023/6/2,14:00,660
2023/6/2,15:00,648
2023/6/2,16:00,644
2023/6/2,17:00,637
2023/6/2,18:00,628
2023/6/2,19:00,613
2023/6/2,20:00,596
2023/6/2,21:00,570
2023/6/2,22:00,548
2023/6/2,23:00,529
2023/6/3,0:00,499
2023/6/3,1:00,481
2023/6/3,2:00,503
2023/6/3,3:00,537
2023/6/3,4:00,551
2023/6/3,5:00,535
2023/6/3,6:00,497
2023/6/3,7:00,472
2023/6/3,8:00,494
2023/6/3,9:00,527
2023/6/3,10:00,538
2023/6/3,11:00,551
2023/6/3,12:00,547
2023/6/3,13:00,549
2023/6/3,14:00,536
2023/6/3,15:00,528
2023/6/3,16:00,536
2023/6/3,17:00,548
2023/6/3,18:00,550
2023/6/3,19:00,540
2023/6/3,20:00,527
2023/6/3,21:00,500
2023/6/3,22:00,472
2023/6/3,23:00,464
2023/6/4,0:00,443
2023/6/4,1:00,426
2023/6/4,2:00,444
2023/6/4,3:00,483
2023/6/4,4:00,511
2023/6/4,5:00,499
2023/6/4,6:00,473
2023/6/4,7:00,431
2023/6/4,8:00,445
2023/6/4,9:00,463
2023/6/4,10:00,479
2023/6/4,11:00,491
2023/6/4,12:00,468
2023/6/4,13:00,460
2023/6/4,14:00,474
2023/6/4,15:00,482
2023/6/4,16:00,503
2023/6/4,17:00,512
2023/6/4,18:00,533
2023/6/4,19:00,538
2023/6/4,20:00,518
2023/6/4,21:00,500
2023/6/4,22:00,474
2023/6/4,23:00,460
2023/6/5,0:00,438
2023/6/5,1:00,432
2023/6/5,2:00,452
2023/6/5,3:00,492
2023/6/5,4:00,527
2023/6/5,5:00,532
2023/6/5,6:00,515
2023/6/5,7:00,509
2023/6/5,8:00,565
2023/6/5,9:00,606
2023/6/5,10:00,634
2023/6/5,11:00,622
2023/6/5,12:00,615
2023/6/5,13:00,645
2023/6/5,14:00,657
2023/6/5,15:00,645
2023/6/5,16:00,652
2023/6/5,17:00,627
2023/6/5,18:00,624
2023/6/5,19:00,607
2023/6/5,20:00,589
2023/6/5,21:00,561
2023/6/5,22:00,537
2023/6/5,23:00,522
2023/6/6,0:00,487
2023/6/6,1:00,475
2023/6/6,2:00,492
2023/6/6,3:00,533
2023/6/6,4:00,558
2023/6/6,5:00,561
2023/6/6,6:00,550
2023/6/6,7:00,557
2023/6/6,8:00,603
2023/6/6,9:00,648
2023/6/6,10:00,644
2023/6/6,11:00,640
2023/6/6,12:00,591
2023/6/6,13:00,632
2023/6/6,14:00,635
2023/6/6,15:00,626
2023/6/6,16:00,634
2023/6/6,17:00,619
2023/6/6,18:00,610
2023/6/6,19:00,599
2023/6/6,20:00,577
2023/6/6,21:00,556
2023/6/6,22:00,544
2023/6/6,23:00,530
2023/6/7,0:00,508
2023/6/7,1:00,499
2023/6/7,2:00,515
2023/6/7,3:00,556
2023/6/7,4:00,584
2023/6/7,5:00,577
2023/6/7,6:00,561
2023/6/7,7:00,554
2023/6/7,8:00,607
2023/6/7,9:00,646
2023/6/7,10:00,653
2023/6/7,11:00,675
2023/6/7,12:00,636
2023/6/7,13:00,673
2023/6/7,14:00,678
2023/6/7,15:00,672
2023/6/7,16:00,659
2023/6/7,17:00,640
2023/6/7,18:00,626
2023/6/7,19:00,622
2023/6/7,20:00,602
2023/6/7,21:00,571
2023/6/7,22:00,551
2023/6/7,23:00,533
2023/6/8,0:00,502
2023/6/8,1:00,490
2023/6/8,2:00,512
2023/6/8,3:00,548
2023/6/8,4:00,575
2023/6/8,5:00,564
2023/6/8,6:00,545
2023/6/8,7:00,555
2023/6/8,8:00,604
2023/6/8,9:00,641
2023/6/8,10:00,647
2023/6/8,11:00,658
2023/6/8,12:00,622
2023/6/8,13:00,669
2023/6/8,14:00,666
2023/6/8,15:00,660
2023/6/8,16:00,659
2023/6/8,17:00,637
2023/6/8,18:00,630
2023/6/8,19:00,608
2023/6/8,20:00,593
2023/6/8,21:00,570
2023/6/8,22:00,540
2023/6/8,23:00,527
2023/6/9,0:00,507
2023/6/9,1:00,501
2023/6/9,2:00,513
2023/6/9,3:00,557
2023/6/9,4:00,584
2023/6/9,5:00,579
2023/6/9,6:00,553
2023/6/9,7:00,549
2023/6/9,8:00,603
2023/6/9,9:00,651
2023/6/9,10:00,658
2023/6/9,11:00,679
2023/6/9,12:00,635
2023/6/9,13:00,673
2023/6/9,14:00,676
2023/6/9,15:00,664
2023/6/9,16:00,662
2023/6/9,17:00,641
2023/6/9,18:00,634
2023/6/9,19:00,621
2023/6/9,20:00,602
2023/6/9,21:00,571
2023/6/9,22:00,546
2023/6/9,23:00,526
2023/6/10,0:00,509
2023/6/10,1:00,493
2023/6/10,2:00,500
2023/6/10,3:00,538
2023/6/10,4:00,557
2023/6/10,5:00,541
2023/6/10,6:00,500
2023/6/10,7:00,480
2023/6/10,8:00,501
2023/6/10,9:00,533
2023/6/10,10:00,562
2023/6/10,11:00,578
2023/6/10,12:00,561
2023/6/10,13:00,548
2023/6/10,14:00,548
2023/6/10,15:00,534
2023/6/10,16:00,535
2023/6/10,17:00,547
2023/6/10,18:00,562
2023/6/10,19:00,557
2023/6/10,20:00,543
2023/6/10,21:00,526
2023/6/10,22:00,502
2023/6/10,23:00,483
2023/6/11,0:00,460
2023/6/11,1:00,450
2023/6/11,2:00,475
2023/6/11,3:00,508
2023/6/11,4:00,533
2023/6/11,5:00,523
2023/6/11,6:00,490
2023/6/11,7:00,475
2023/6/11,8:00,485
2023/6/11,9:00,492
2023/6/11,10:00,496
2023/6/11,11:00,506
2023/6/11,12:00,500
2023/6/11,13:00,508
2023/6/11,14:00,503
2023/6/11,15:00,510
2023/6/11,16:00,526
2023/6/11,17:00,556
2023/6/11,18:00,571
2023/6/11,19:00,569
2023/6/11,20:00,555
2023/6/11,21:00,537
2023/6/11,22:00,512
2023/6/11,23:00,493
2023/6/12,0:00,472
2023/6/12,1:00,460
2023/6/12,2:00,474
2023/6/12,3:00,512
2023/6/12,4:00,541
2023/6/12,5:00,551
2023/6/12,6:00,535
2023/6/12,7:00,572
2023/6/12,8:00,633
2023/6/12,9:00,683
2023/6/12,10:00,709
2023/6/12,11:00,709
2023/6/12,12:00,676
2023/6/12,13:00,716
2023/6/12,14:00,732
2023/6/12,15:00,717
2023/6/12,16:00,702
2023/6/12,17:00,668
2023/6/12,18:00,663
2023/6/12,19:00,645
2023/6/12,20:00,628
2023/6/12,21:00,605
2023/6/12,22:00,577
2023/6/12,23:00,553
2023/6/13,0:00,527
2023/6/13,1:00,513
2023/6/13,2:00,529
2023/6/13,3:00,562
2023/6/13,4:00,588
2023/6/13,5:00,594
2023/6/13,6:00,576
2023/6/13,7:00,572
2023/6/13,8:00,643
2023/6/13,9:00,698
2023/6/13,10:00,728
2023/6/13,11:00,744
2023/6/13,12:00,692
2023/6/13,13:00,743
2023/6/13,14:00,752
2023/6/13,15:00,742
2023/6/13,16:00,720
2023/6/13,17:00,683
2023/6/13,18:00,678
2023/6/13,19:00,665
2023/6/13,20:00,637
2023/6/13,21:00,609
2023/6/13,22:00,583
2023/6/13,23:00,568
2023/6/14,0:00,531
2023/6/14,1:00,518
2023/6/14,2:00,532
2023/6/14,3:00,560
2023/6/14,4:00,582
2023/6/14,5:00,592
2023/6/14,6:00,578
2023/6/14,7:00,585
2023/6/14,8:00,646
2023/6/14,9:00,708
2023/6/14,10:00,707
2023/6/14,11:00,731
2023/6/14,12:00,663
2023/6/14,13:00,692
2023/6/14,14:00,724
2023/6/14,15:00,702
2023/6/14,16:00,698
2023/6/14,17:00,672
2023/6/14,18:00,656
2023/6/14,19:00,640
2023/6/14,20:00,613
2023/6/14,21:00,586
2023/6/14,22:00,562
2023/6/14,23:00,555
2023/6/15,0:00,520
2023/6/15,1:00,495
2023/6/15,2:00,509
2023/6/15,3:00,545
2023/6/15,4:00,565
2023/6/15,5:00,573
2023/6/15,6:00,566
2023/6/15,7:00,562
2023/6/15,8:00,625
2023/6/15,9:00,679
2023/6/15,10:00,686
2023/6/15,11:00,670
2023/6/15,12:00,645
2023/6/15,13:00,686
2023/6/15,14:00,719
2023/6/15,15:00,710
2023/6/15,16:00,708
2023/6/15,17:00,676
2023/6/15,18:00,646
2023/6/15,19:00,625
2023/6/15,20:00,603
2023/6/15,21:00,576
2023/6/15,22:00,552
2023/6/15,23:00,529
2023/6/16,0:00,509
2023/6/16,1:00,498
2023/6/16,2:00,505
2023/6/16,3:00,542
2023/6/16,4:00,564
2023/6/16,5:00,568
2023/6/16,6:00,557
2023/6/16,7:00,549
2023/6/16,8:00,610
2023/6/16,9:00,672
2023/6/16,10:00,689
2023/6/16,11:00,708
2023/6/16,12:00,677
2023/6/16,13:00,711
2023/6/16,14:00,712
2023/6/16,15:00,699
2023/6/16,16:00,696
2023/6/16,17:00,670
2023/6/16,18:00,650
2023/6/16,19:00,623
2023/6/16,20:00,601
2023/6/16,21:00,576
2023/6/16,22:00,546
2023/6/16,23:00,530
2023/6/17,0:00,498
2023/6/17,1:00,476
2023/6/17,2:00,490
2023/6/17,3:00,522
2023/6/17,4:00,537
2023/6/17,5:00,522
2023/6/17,6:00,496
2023/6/17,7:00,486
2023/6/17,8:00,512
2023/6/17,9:00,548
2023/6/17,10:00,580
2023/6/17,11:00,594
2023/6/17,12:00,591
2023/6/17,13:00,603
2023/6/17,14:00,595
2023/6/17,15:00,602
2023/6/17,16:00,618
2023/6/17,17:00,616
2023/6/17,18:00,610
2023/6/17,19:00,593
2023/6/17,20:00,574
2023/6/17,21:00,543
2023/6/17,22:00,514
2023/6/17,23:00,494
2023/6/18,0:00,471
2023/6/18,1:00,451
2023/6/18,2:00,454
2023/6/18,3:00,480
2023/6/18,4:00,507
2023/6/18,5:00,507
2023/6/18,6:00,464
2023/6/18,7:00,443
2023/6/18,8:00,462
2023/6/18,9:00,472
2023/6/18,10:00,484
2023/6/18,11:00,499
2023/6/18,12:00,505
2023/6/18,13:00,500
2023/6/18,14:00,492
2023/6/18,15:00,529
2023/6/18,16:00,569
2023/6/18,17:00,593
2023/6/18,18:00,585
2023/6/18,19:00,584
2023/6/18,20:00,567
2023/6/18,21:00,546
2023/6/18,22:00,513
2023/6/18,23:00,490
2023/6/19,0:00,470
2023/6/19,1:00,453
2023/6/19,2:00,465
2023/6/19,3:00,504
2023/6/19,4:00,531
2023/6/19,5:00,539
2023/6/19,6:00,543
2023/6/19,7:00,555
2023/6/19,8:00,623
2023/6/19,9:00,691
2023/6/19,10:00,719
2023/6/19,11:00,746
2023/6/19,12:00,722
2023/6/19,13:00,765
2023/6/19,14:00,778
2023/6/19,15:00,772
2023/6/19,16:00,772
2023/6/19,17:00,741
2023/6/19,18:00,710
2023/6/19,19:00,673
2023/6/19,20:00,647
2023/6/19,21:00,611
2023/6/19,22:00,580
2023/6/19,23:00,557
2023/6/20,0:00,521
2023/6/20,1:00,499
2023/6/20,2:00,511
2023/6/20,3:00,539
2023/6/20,4:00,562
2023/6/20,5:00,566
2023/6/20,6:00,562
2023/6/20,7:00,563
2023/6/20,8:00,627
2023/6/20,9:00,680
2023/6/20,10:00,706
2023/6/20,11:00,730
2023/6/20,12:00,697
2023/6/20,13:00,744
2023/6/20,14:00,750
2023/6/20,15:00,736
2023/6/20,16:00,745
2023/6/20,17:00,712
2023/6/20,18:00,681
