DATE,TIME,実績(万kW)
2023/6/20,19:00,654
2023/6/20,20:00,627
2023/6/20,21:00,604
2023/6/20,22:00,572
2023/6/20,23:00,550
2023/6/21,0:00,524
2023/6/21,1:00,508
2023/6/21,2:00,522
2023/6/21,3:00,543
2023/6/21,4:00,565
2023/6/21,5:00,571
2023/6/21,6:00,566
2023/6/21,7:00,587
2023/6/21,8:00,652
2023/6/21,9:00,699
2023/6/21,10:00,692
2023/6/21,11:00,699
2023/6/21,12:00,652
2023/6/21,13:00,686
2023/6/21,14:00,679
2023/6/21,15:00,671
2023/6/21,16:00,676
2023/6/21,17:00,653
2023/6/21,18:00,656
2023/6/21,19:00,634
2023/6/21,20:00,610
2023/6/21,21:00,588
2023/6/21,22:00,561
2023/6/21,23:00,542
2023/6/22,0:00,516
2023/6/22,1:00,508
2023/6/22,2:00,514
2023/6/22,3:00,535
2023/6/22,4:00,564
2023/6/22,5:00,572
2023/6/22,6:00,559
2023/6/22,7:00,569
2023/6/22,8:00,634
2023/6/22,9:00,677
2023/6/22,10:00,680
2023/6/22,11:00,687
2023/6/22,12:00,655
2023/6/22,13:00,688
2023/6/22,14:00,701
2023/6/22,15:00,703
2023/6/22,16:00,691
2023/6/22,17:00,655
2023/6/22,18:00,644
2023/6/22,19:00,626
2023/6/22,20:00,605
2023/6/22,21:00,583
2023/6/22,22:00,560
2023/6/22,23:00,545
2023/6/23,0:00,526
2023/6/23,1:00,510
2023/6/23,2:00,531
2023/6/23,3:00,567
2023/6/23,4:00,590
2023/6/23,5:00,593
2023/6/23,6:00,574
2023/6/23,7:00,576
2023/6/23,8:00,649
2023/6/23,9:00,700
2023/6/23,10:00,708
2023/6/23,11:00,744
2023/6/23,12:00,697
2023/6/23,13:00,727
2023/6/23,14:00,738
2023/6/23,15:00,711
2023/6/23,16:00,696
2023/6/23,17:00,688
2023/6/23,18:00,678
2023/6/23,19:00,657
2023/6/23,20:00,637
2023/6/23,21:00,607
2023/6/23,22:00,582
2023/6/23,23:00,554
2023/6/24,0:00,528
2023/6/24,1:00,513
2023/6/24,2:00,521
2023/6/24,3:00,550
2023/6/24,4:00,569
2023/6/24,5:00,562
2023/6/24,6:00,513
2023/6/24,7:00,505
2023/6/24,8:00,541
2023/6/24,9:00,572
2023/6/24,10:00,588
2023/6/24,11:00,600
2023/6/24,12:00,598
2023/6/24,13:00,616
2023/6/24,14:00,598
2023/6/24,15:00,576
2023/6/24,16:00,585
2023/6/24,17:00,582
2023/6/24,18:00,592
2023/6/24,19:00,593
2023/6/24,20:00,575
2023/6/24,21:00,545
2023/6/24,22:00,517
2023/6/24,23:00,496
2023/6/25,0:00,478
2023/6/25,1:00,454
2023/6/25,2:00,465
2023/6/25,3:00,487
2023/6/25,4:00,507
2023/6/25,5:00,506
2023/6/25,6:00,470
2023/6/25,7:00,454
2023/6/25,8:00,468
2023/6/25,9:00,484
2023/6/25,10:00,492
2023/6/25,11:00,523
2023/6/25,12:00,556
2023/6/25,13:00,555
2023/6/25,14:00,557
2023/6/25,15:00,564
2023/6/25,16:00,578
2023/6/25,17:00,597
2023/6/25,18:00,605
2023/6/25,19:00,600
2023/6/25,20:00,582
2023/6/25,21:00,562
2023/6/25,22:00,525
2023/6/25,23:00,503
2023/6/26,0:00,480
2023/6/26,1:00,461
2023/6/26,2:00,467
2023/6/26,3:00,502
2023/6/26,4:00,545
2023/6/26,5:00,560
2023/6/26,6:00,552
2023/6/26,7:00,568
2023/6/26,8:00,647
2023/6/26,9:00,711
2023/6/26,10:00,706
2023/6/26,11:00,707
2023/6/26,12:00,674
2023/6/26,13:00,728
2023/6/26,14:00,724
2023/6/26,15:00,739
2023/6/26,16:00,730
2023/6/26,17:00,703
2023/6/26,18:00,695
2023/6/26,19:00,673
2023/6/26,20:00,648
2023/6/26,21:00,621
2023/6/26,22:00,592
2023/6/26,23:00,576
2023/6/27,0:00,554
2023/6/27,1:00,536
2023/6/27,2:00,541
2023/6/27,3:00,572
2023/6/27,4:00,589
2023/6/27,5:00,589
2023/6/27,6:00,585
2023/6/27,7:00,598
2023/6/27,8:00,684
2023/6/27,9:00,750
2023/6/27,10:00,777
2023/6/27,11:00,803
2023/6/27,12:00,797
2023/6/27,13:00,828
2023/6/27,14:00,813
2023/6/27,15:00,813
2023/6/27,16:00,812
2023/6/27,17:00,770
2023/6/27,18:00,746
2023/6/27,19:00,707
2023/6/27,20:00,678
2023/6/27,21:00,652
2023/6/27,22:00,627
2023/6/27,23:00,597
2023/6/28,0:00,559
2023/6/28,1:00,541
2023/6/28,2:00,552
2023/6/28,3:00,585
2023/6/28,4:00,602
2023/6/28,5:00,599
2023/6/28,6:00,586
2023/6/28,7:00,623
2023/6/28,8:00,710
2023/6/28,9:00,766
2023/6/28,10:00,802
2023/6/28,11:00,838
2023/6/28,12:00,769
2023/6/28,13:00,789
2023/6/28,14:00,758
2023/6/28,15:00,756
2023/6/28,16:00,758
2023/6/28,17:00,715
2023/6/28,18:00,700
2023/6/28,19:00,686
2023/6/28,20:00,661
2023/6/28,21:00,632
2023/6/28,22:00,604
2023/6/28,23:00,583
2023/6/29,0:00,549
2023/6/29,1:00,533
2023/6/29,2:00,544
2023/6/29,3:00,570
2023/6/29,4:00,591
2023/6/29,5:00,591
2023/6/29,6:00,595
2023/6/29,7:00,615
2023/6/29,8:00,715
2023/6/29,9:00,794
2023/6/29,10:00,820
2023/6/29,11:00,824
2023/6/29,12:00,784
2023/6/29,13:00,821
2023/6/29,14:00,817
2023/6/29,15:00,781
2023/6/29,16:00,771
2023/6/29,17:00,736
2023/6/29,18:00,723
2023/6/29,19:00,699
2023/6/29,20:00,665
2023/6/29,21:00,639
2023/6/29,22:00,604
2023/6/29,23:00,582
2023/6/30,0:00,545
2023/6/30,1:00,519
2023/6/30,2:00,523
2023/6/30,3:00,554
2023/6/30,4:00,567
2023/6/30,5:00,570
2023/6/30,6:00,572
2023/6/30,7:00,595
2023/6/30,8:00,676
2023/6/30,9:00,737
2023/6/30,10:00,755
2023/6/30,11:00,765
2023/6/30,12:00,733
2023/6/30,13:00,764
2023/6/30,14:00,761
2023/6/30,15:00,752
2023/6/30,16:00,747
2023/6/30,17:00,711
2023/6/30,18:00,699
2023/6/30,19:00,671
2023/6/30,20:00,645
2023/6/30,21:00,614
2023/6/30,22:00,589
2023/6/30,23:00,574
2023/7/1,0:00,550
2023/7/1,1:00,519
2023/7/1,2:00,524
2023/7/1,3:00,546
2023/7/1,4:00,561
2023/7/1,5:00,555
2023/7/1,6:00,530
2023/7/1,7:00,537
2023/7/1,8:00,591
2023/7/1,9:00,612
2023/7/1,10:00,619
2023/7/1,11:00,614
2023/7/1,12:00,601
2023/7/1,13:00,604
2023/7/1,14:00,597
2023/7/1,15:00,600
2023/7/1,16:00,602
2023/7/1,17:00,596
2023/7/1,18:00,606
2023/7/1,19:00,603
2023/7/1,20:00,598
2023/7/1,21:00,570
2023/7/1,22:00,548
2023/7/1,23:00,527
2023/7/2,0:00,502
2023/7/2,1:00,476
2023/7/2,2:00,490
2023/7/2,3:00,520
2023/7/2,4:00,540
2023/7/2,5:00,540
2023/7/2,6:00,513
2023/7/2,7:00,498
2023/7/2,8:00,507
2023/7/2,9:00,542
2023/7/2,10:00,562
2023/7/2,11:00,595
2023/7/2,12:00,605
2023/7/2,13:00,625
2023/7/2,14:00,623
2023/7/2,15:00,607
2023/7/2,16:00,640
2023/7/2,17:00,674
2023/7/2,18:00,675
2023/7/2,19:00,667
2023/7/2,20:00,638
2023/7/2,21:00,608
2023/7/2,22:00,564
2023/7/2,23:00,538
2023/7/3,0:00,510
2023/7/3,1:00,486
2023/7/3,2:00,492
2023/7/3,3:00,522
2023/7/3,4:00,553
2023/7/3,5:00,555
2023/7/3,6:00,557
2023/7/3,7:00,592
2023/7/3,8:00,694
2023/7/3,9:00,754
2023/7/3,10:00,770
2023/7/3,11:00,780
2023/7/3,12:00,729
2023/7/3,13:00,760
2023/7/3,14:00,785
2023/7/3,15:00,763
2023/7/3,16:00,753
2023/7/3,17:00,745
2023/7/3,18:00,737
2023/7/3,19:00,702
2023/7/3,20:00,676
2023/7/3,21:00,632
2023/7/3,22:00,603
2023/7/3,23:00,582
2023/7/4,0:00,546
2023/7/4,1:00,531
2023/7/4,2:00,538
2023/7/4,3:00,554
2023/7/4,4:00,579
2023/7/4,5:00,593
2023/7/4,6:00,592
2023/7/4,7:00,611
2023/7/4,8:00,686
2023/7/4,9:00,745
2023/7/4,10:00,774
2023/7/4,11:00,807
2023/7/4,12:00,791
2023/7/4,13:00,828
2023/7/4,14:00,831
2023/7/4,15:00,820
2023/7/4,16:00,818
2023/7/4,17:00,799
2023/7/4,18:00,770
2023/7/4,19:00,738
2023/7/4,20:00,696
2023/7/4,21:00,657
2023/7/4,22:00,618
2023/7/4,23:00,594
2023/7/5,0:00,557
2023/7/5,1:00,525
2023/7/5,2:00,537
2023/7/5,3:00,561
2023/7/5,4:00,586
2023/7/5,5:00,598
2023/7/5,6:00,602
2023/7/5,7:00,625
2023/7/5,8:00,716
2023/7/5,9:00,775
2023/7/5,10:00,773
2023/7/5,11:00,770
2023/7/5,12:00,722
2023/7/5,13:00,760
2023/7/5,14:00,764
2023/7/5,15:00,749
2023/7/5,16:00,754
2023/7/5,17:00,721
2023/7/5,18:00,697
2023/7/5,19:00,678
2023/7/5,20:00,661
2023/7/5,21:00,640
2023/7/5,22:00,615
2023/7/5,23:00,581
2023/7/6,0:00,555
2023/7/6,1:00,539
2023/7/6,2:00,543
2023/7/6,3:00,563
2023/7/6,4:00,584
2023/7/6,5:00,585
2023/7/6,6:00,588
2023/7/6,7:00,602
2023/7/6,8:00,687
2023/7/6,9:00,771
2023/7/6,10:00,806
2023/7/6,11:00,834
2023/7/6,12:00,815
2023/7/6,13:00,868
2023/7/6,14:00,871
2023/7/6,15:00,848
2023/7/6,16:00,842
2023/7/6,17:00,813
2023/7/6,18:00,793
2023/7/6,19:00,753
2023/7/6,20:00,710
2023/7/6,21:00,677
2023/7/6,22:00,643
2023/7/6,23:00,613
2023/7/7,0:00,575
2023/7/7,1:00,542
2023/7/7,2:00,546
2023/7/7,3:00,570
2023/7/7,4:00,594
2023/7/7,5:00,588
2023/7/7,6:00,578
2023/7/7,7:00,600
2023/7/7,8:00,699
2023/7/7,9:00,759
2023/7/7,10:00,769
2023/7/7,11:00,809
2023/7/7,12:00,779
2023/7/7,13:00,787
2023/7/7,14:00,780
2023/7/7,15:00,760
2023/7/7,16:00,753
2023/7/7,17:00,714
2023/7/7,18:00,700
2023/7/7,19:00,669
2023/7/7,20:00,641
2023/7/7,21:00,614
2023/7/7,22:00,582
2023/7/7,23:00,553
2023/7/8,0:00,530
2023/7/8,1:00,512
2023/7/8,2:00,518
2023/7/8,3:00,550
2023/7/8,4:00,561
2023/7/8,5:00,556
2023/7/8,6:00,543
2023/7/8,7:00,547
2023/7/8,8:00,599
2023/7/8,9:00,625
2023/7/8,10:00,634
2023/7/8,11:00,643
2023/7/8,12:00,637
2023/7/8,13:00,634
2023/7/8,14:00,648
2023/7/8,15:00,660
2023/7/8,16:00,665
2023/7/8,17:00,670
2023/7/8,18:00,661
2023/7/8,19:00,636
2023/7/8,20:00,608
2023/7/8,21:00,575
2023/7/8,22:00,546
2023/7/8,23:00,532
2023/7/9,0:00,518
2023/7/9,1:00,493
2023/7/9,2:00,501
2023/7/9,3:00,530
2023/7/9,4:00,550
2023/7/9,5:00,553
2023/7/9,6:00,529
2023/7/9,7:00,525
2023/7/9,8:00,555
2023/7/9,9:00,593
2023/7/9,10:00,613
2023/7/9,11:00,633
2023/7/9,12:00,637
2023/7/9,13:00,631
2023/7/9,14:00,601
2023/7/9,15:00,583
2023/7/9,16:00,600
2023/7/9,17:00,634
2023/7/9,18:00,642
2023/7/9,19:00,636
2023/7/9,20:00,620
2023/7/9,21:00,591
2023/7/9,22:00,558
2023/7/9,23:00,538
2023/7/10,0:00,513
2023/7/10,1:00,484
2023/7/10,2:00,503
2023/7/10,3:00,537
2023/7/10,4:00,568
2023/7/10,5:00,580
2023/7/10,6:00,589
2023/7/10,7:00,617
2023/7/10,8:00,692
2023/7/10,9:00,749
2023/7/10,10:00,764
2023/7/10,11:00,781
2023/7/10,12:00,703
2023/7/10,13:00,710
2023/7/10,14:00,739
2023/7/10,15:00,769
2023/7/10,16:00,751
2023/7/10,17:00,754
2023/7/10,18:00,725
2023/7/10,19:00,704
2023/7/10,20:00,675
2023/7/10,21:00,644
2023/7/10,22:00,611
2023/7/10,23:00,584
2023/7/11,0:00,552
2023/7/11,1:00,534
2023/7/11,2:00,537
2023/7/11,3:00,576
2023/7/11,4:00,595
2023/7/11,5:00,603
2023/7/11,6:00,598
2023/7/11,7:00,623
2023/7/11,8:00,713
2023/7/11,9:00,788
2023/7/11,10:00,830
2023/7/11,11:00,859
2023/7/11,12:00,832
2023/7/11,13:00,863
2023/7/11,14:00,875
2023/7/11,15:00,870
2023/7/11,16:00,868
2023/7/11,17:00,843
2023/7/11,18:00,813
2023/7/11,19:00,770
2023/7/11,20:00,729
2023/7/11,21:00,699
2023/7/11,22:00,654
2023/7/11,23:00,625
2023/7/12,0:00,574
2023/7/12,1:00,559
2023/7/12,2:00,564
2023/7/12,3:00,582
2023/7/12,4:00,600
2023/7/12,5:00,606
2023/7/12,6:00,598
2023/7/12,7:00,624
2023/7/12,8:00,717
2023/7/12,9:00,781
2023/7/12,10:00,816
2023/7/12,11:00,836
2023/7/12,12:00,805
2023/7/12,13:00,855
2023/7/12,14:00,851
2023/7/12,15:00,817
2023/7/12,16:00,814
2023/7/12,17:00,795
2023/7/12,18:00,768
2023/7/12,19:00,747
2023/7/12,20:00,716
2023/7/12,21:00,678
2023/7/12,22:00,651
2023/7/12,23:00,622
2023/7/13,0:00,588
2023/7/13,1:00,563
2023/7/13,2:00,567
2023/7/13,3:00,588
2023/7/13,4:00,606
2023/7/13,5:00,609
2023/7/13,6:00,609
2023/7/13,7:00,644
2023/7/13,8:00,748
2023/7/13,9:00,818
2023/7/13,10:00,807
2023/7/13,11:00,845
2023/7/13,12:00,821
2023/7/13,13:00,851
2023/7/13,14:00,843
2023/7/13,15:00,815
2023/7/13,16:00,821
2023/7/13,17:00,789
2023/7/13,18:00,765
2023/7/13,19:00,737
2023/7/13,20:00,706
2023/7/13,21:00,672
2023/7/13,22:00,630
2023/7/13,23:00,617
2023/7/14,0:00,578
2023/7/14,1:00,551
2023/7/14,2:00,549
2023/7/14,3:00,574
2023/7/14,4:00,603
2023/7/14,5:00,609
2023/7/14,6:00,613
2023/7/14,7:00,636
2023/7/14,8:00,728
2023/7/14,9:00,784
2023/7/14,10:00,784
2023/7/14,11:00,803
2023/7/14,12:00,745
2023/7/14,13:00,797
2023/7/14,14:00,790
2023/7/14,15:00,788
2023/7/14,16:00,787
2023/7/14,17:00,755
2023/7/14,18:00,749
2023/7/14,19:00,730
2023/7/14,20:00,704
2023/7/14,21:00,671
2023/7/14,22:00,646
2023/7/14,23:00,622
2023/7/15,0:00,581
2023/7/15,1:00,570
2023/7/15,2:00,574
2023/7/15,3:00,583
2023/7/15,4:00,585
2023/7/15,5:00,582
2023/7/15,6:00,567
2023/7/15,7:00,559
2023/7/15,8:00,610
2023/7/15,9:00,648
2023/7/15,10:00,672
2023/7/15,11:00,682
2023/7/15,12:00,695
2023/7/15,13:00,709
2023/7/15,14:00,722
2023/7/15,15:00,717
2023/7/15,16:00,717
2023/7/15,17:00,696
2023/7/15,18:00,687
2023/7/15,19:00,683
2023/7/15,20:00,662
2023/7/15,21:00,629
2023/7/15,22:00,594
2023/7/15,23:00,569
2023/7/16,0:00,524
2023/7/16,1:00,497
2023/7/16,2:00,501
2023/7/16,3:00,527
2023/7/16,4:00,538
2023/7/16,5:00,533
2023/7/16,6:00,524
2023/7/16,7:00,527
2023/7/16,8:00,566
2023/7/16,9:00,618
2023/7/16,10:00,650
2023/7/16,11:00,681
2023/7/16,12:00,698
2023/7/16,13:00,707
2023/7/16,14:00,708
2023/7/16,15:00,709
2023/7/16,16:00,728
2023/7/16,17:00,746
2023/7/16,18:00,735
2023/7/16,19:00,724
2023/7/16,20:00,684
2023/7/16,21:00,651
2023/7/16,22:00,614
2023/7/16,23:00,576
2023/7/17,0:00,539
2023/7/17,1:00,506
2023/7/17,2:00,507
2023/7/17,3:00,532
2023/7/17,4:00,559
2023/7/17,5:00,566
2023/7/17,6:00,561
2023/7/17,7:00,580
2023/7/17,8:00,642
2023/7/17,9:00,714
2023/7/17,10:00,750
2023/7/17,11:00,785
2023/7/17,12:00,793
2023/7/17,13:00,813
2023/7/17,14:00,813
2023/7/17,15:00,808
2023/7/17,16:00,827
2023/7/17,17:00,833
2023/7/17,18:00,817
2023/7/17,19:00,785
2023/7/17,20:00,759
2023/7/17,21:00,720
2023/7/17,22:00,680
2023/7/17,23:00,640
2023/7/18,0:00,592
2023/7/18,1:00,572
2023/7/18,2:00,574
2023/7/18,3:00,590
2023/7/18,4:00,606
2023/7/18,5:00,614
2023/7/18,6:00,614
2023/7/18,7:00,663
2023/7/18,8:00,789
2023/7/18,9:00,865
2023/7/18,10:00,888
2023/7/18,11:00,927
2023/7/18,12:00,899
2023/7/18,13:00,964
2023/7/18,14:00,955
2023/7/18,15:00,961
2023/7/18,16:00,953
2023/7/18,17:00,900
2023/7/18,18:00,867
2023/7/18,19:00,828
2023/7/18,20:00,796
2023/7/18,21:00,754
2023/7/18,22:00,712
2023/7/18,23:00,682
2023/7/19,0:00,635
2023/7/19,1:00,602
2023/7/19,2:00,599
2023/7/19,3:00,617
2023/7/19,4:00,624
2023/7/19,5:00,635
2023/7/19,6:00,653
2023/7/19,7:00,676
2023/7/19,8:00,773
2023/7/19,9:00,863
2023/7/19,10:00,871
2023/7/19,11:00,852
2023/7/19,12:00,824
2023/7/19,13:00,851
2023/7/19,14:00,866
2023/7/19,15:00,864
2023/7/19,16:00,874
2023/7/19,17:00,826
2023/7/19,18:00,800
2023/7/19,19:00,763
2023/7/19,20:00,734
2023/7/19,21:00,696
2023/7/19,22:00,652
2023/7/19,23:00,628
2023/7/20,0:00,583
2023/7/20,1:00,556
2023/7/20,2:00,557
2023/7/20,3:00,578
2023/7/20,4:00,587
2023/7/20,5:00,594
2023/7/20,6:00,596
2023/7/20,7:00,631
2023/7/20,8:00,733
2023/7/20,9:00,791
2023/7/20,10:00,820
2023/7/20,11:00,841
2023/7/20,12:00,810
2023/7/20,13:00,868
2023/7/20,14:00,870
2023/7/20,15:00,883
2023/7/20,16:00,857
2023/7/20,17:00,809
2023/7/20,18:00,793
2023/7/20,19:00,766
2023/7/20,20:00,729
2023/7/20,21:00,689
2023/7/20,22:00,650
2023/7/20,23:00,621
2023/7/21,0:00,582
2023/7/21,1:00,546
2023/7/21,2:00,552
2023/7/21,3:00,577
2023/7/21,4:00,585
2023/7/21,5:00,579
2023/7/21,6:00,599
2023/7/21,7:00,634
2023/7/21,8:00,721
2023/7/21,9:00,803
2023/7/21,10:00,843
2023/7/21,11:00,870
2023/7/21,12:00,850
2023/7/21,13:00,881
2023/7/21,14:00,876
2023/7/21,15:00,878
2023/7/21,16:00,882
2023/7/21,17:00,859
2023/7/21,18:00,823
2023/7/21,19:00,782
2023/7/21,20:00,745
2023/7/21,21:00,700
2023/7/21,22:00,666
2023/7/21,23:00,637
2023/7/22,0:00,604
2023/7/22,1:00,573
2023/7/22,2:00,577
2023/7/22,3:00,588
2023/7/22,4:00,597
2023/7/22,5:00,585
2023/7/22,6:00,569
2023/7/22,7:00,582
2023/7/22,8:00,636
2023/7/22,9:00,692
2023/7/22,10:00,721
2023/7/22,11:00,759
2023/7/22,12:00,758
2023/7/22,13:00,771
2023/7/22,14:00,762
2023/7/22,15:00,762
2023/7/22,16:00,767
2023/7/22,17:00,756
2023/7/22,18:00,735
2023/7/22,19:00,712
2023/7/22,20:00,679
2023/7/22,21:00,644
2023/7/22,22:00,619
2023/7/22,23:00,593
2023/7/23,0:00,558
2023/7/23,1:00,528
2023/7/23,2:00,526
2023/7/23,3:00,539
2023/7/23,4:00,558
2023/7/23,5:00,556
2023/7/23,6:00,544
2023/7/23,7:00,550
2023/7/23,8:00,583
2023/7/23,9:00,627
2023/7/23,10:00,658
2023/7/23,11:00,692
2023/7/23,12:00,707
2023/7/23,13:00,715
2023/7/23,14:00,732
2023/7/23,15:00,740
2023/7/23,16:00,752
2023/7/23,17:00,759
2023/7/23,18:00,755
2023/7/23,19:00,742
2023/7/23,20:00,718
2023/7/23,21:00,683
2023/7/23,22:00,637
2023/7/23,23:00,605
2023/7/24,0:00,573
2023/7/24,1:00,546
2023/7/24,2:00,545
2023/7/24,3:00,568
2023/7/24,4:00,595
2023/7/24,5:00,610
2023/7/24,6:00,636
2023/7/24,7:00,689
2023/7/24,8:00,800
2023/7/24,9:00,894
2023/7/24,10:00,923
2023/7/24,11:00,947
2023/7/24,12:00,926
2023/7/24,13:00,960
2023/7/24,14:00,965
2023/7/24,15:00,949
2023/7/24,16:00,960
2023/7/24,17:00,922
2023/7/24,18:00,884
2023/7/24,19:00,841
2023/7/24,20:00,800
2023/7/24,21:00,762
2023/7/24,22:00,719
2023/7/24,23:00,679
2023/7/25,0:00,636
2023/7/25,1:00,603
2023/7/25,2:00,603
2023/7/25,3:00,620
2023/7/25,4:00,634
2023/7/25,5:00,640
2023/7/25,6:00,660
2023/7/25,7:00,711
2023/7/25,8:00,832
2023/7/25,9:00,908
2023/7/25,10:00,945
2023/7/25,11:00,964
2023/7/25,12:00,937
2023/7/25,13:00,973
2023/7/25,14:00,969
2023/7/25,15:00,968
2023/7/25,16:00,959
2023/7/25,17:00,913
2023/7/25,18:00,872
2023/7/25,19:00,837
2023/7/25,20:00,795
2023/7/25,21:00,746
2023/7/25,22:00,708
2023/7/25,23:00,684
2023/7/26,0:00,635
2023/7/26,1:00,598
2023/7/26,2:00,595
2023/7/26,3:00,612
2023/7/26,4:00,627
2023/7/26,5:00,635
2023/7/26,6:00,650
2023/7/26,7:00,695
2023/7/26,8:00,806
2023/7/26,9:00,893
2023/7/26,10:00,936
2023/7/26,11:00,958
2023/7/26,12:00,945
2023/7/26,13:00,988
2023/7/26,14:00,988
2023/7/26,15:00,986
2023/7/26,16:00,991
2023/7/26,17:00,954
2023/7/26,18:00,920
2023/7/26,19:00,876
2023/7/26,20:00,827
2023/7/26,21:00,780
2023/7/26,22:00,731
2023/7/26,23:00,695
2023/7/27,0:00,639
2023/7/27,1:00,607
2023/7/27,2:00,603
2023/7/27,3:00,613
2023/7/27,4:00,620
2023/7/27,5:00,630
2023/7/27,6:00,642
2023/7/27,7:00,694
2023/7/27,8:00,826
2023/7/27,9:00,911
2023/7/27,10:00,965
2023/7/27,11:00,999
2023/7/27,12:00,978
2023/7/27,13:00,1023
2023/7/27,14:00,1026
2023/7/27,15:00,1020
2023/7/27,16:00,1020
2023/7/27,17:00,970
2023/7/27,18:00,926
2023/7/27,19:00,886
2023/7/27,20:00,839
2023/7/27,21:00,782
2023/7/27,22:00,735
2023/7/27,23:00,693
2023/7/28,0:00,647
2023/7/28,1:00,607
2023/7/28,2:00,598
2023/7/28,3:00,611
2023/7/28,4:00,616
2023/7/28,5:00,627
2023/7/28,6:00,638
2023/7/28,7:00,697
2023/7/28,8:00,821
2023/7/28,9:00,911
2023/7/28,10:00,946
2023/7/28,11:00,981
2023/7/28,12:00,967
2023/7/28,13:00,1015
2023/7/28,14:00,1017
2023/7/28,15:00,1024
2023/7/28,16:00,1017
2023/7/28,17:00,958
2023/7/28,18:00,905
2023/7/28,19:00,855
2023/7/28,20:00,814
2023/7/28,21:00,769
2023/7/28,22:00,721
2023/7/28,23:00,682
2023/7/29,0:00,642
2023/7/29,1:00,596
2023/7/29,2:00,592
2023/7/29,3:00,604
2023/7/29,4:00,604
2023/7/29,5:00,599
2023/7/29,6:00,600
2023/7/29,7:00,626
2023/7/29,8:00,689
2023/7/29,9:00,756
2023/7/29,10:00,783
2023/7/29,11:00,798
2023/7/29,12:00,807
2023/7/29,13:00,818
2023/7/29,14:00,808
2023/7/29,15:00,798
2023/7/29,16:00,804
2023/7/29,17:00,807
2023/7/29,18:00,787
2023/7/29,19:00,755
2023/7/29,20:00,719
2023/7/29,21:00,678
2023/7/29,22:00,644
2023/7/29,23:00,614
2023/7/30,0:00,576
2023/7/30,1:00,541
2023/7/30,2:00,534
2023/7/30,3:00,554
2023/7/30,4:00,557
2023/7/30,5:00,563
2023/7/30,6:00,559
2023/7/30,7:00,572
2023/7/30,8:00,608
2023/7/30,9:00,665
2023/7/30,10:00,695
2023/7/30,11:00,726
2023/7/30,12:00,745
2023/7/30,13:00,746
2023/7/30,14:00,751
2023/7/30,15:00,747
2023/7/30,16:00,774
2023/7/30,17:00,770
2023/7/30,18:00,761
2023/7/30,19:00,751
2023/7/30,20:00,717
2023/7/30,21:00,676
2023/7/30,22:00,622
2023/7/30,23:00,593
