月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,風力実績
,,,,,,,,,
2020/1/1,0時,4205,0,3169,224,15,22,0,350
,1時,4290,0,3186,236,14,22,0,347
,2時,4418,0,3190,278,14,22,0,348
,3時,4466,0,3179,344,15,22,0,359
,4時,4460,0,3167,398,14,22,0,360
,5時,4332,0,3101,412,14,22,0,357
,6時,4178,0,3078,322,15,22,0,344
,7時,3883,0,2875,229,14,22,31,336
,8時,3741,0,2618,147,14,22,234,337
,9時,3600,0,2370,131,14,22,447,340
,10時,3483,0,2354,134,15,22,562,337
,11時,3376,0,2255,151,14,22,571,334
,12時,3258,0,2206,117,16,22,565,337
,13時,3276,0,2263,129,15,22,482,337
,14時,3377,0,2356,146,16,22,273,346
,15時,3594,0,2598,186,15,22,57,333
,16時,3760,0,2748,271,15,22,0,324
,17時,3925,0,2845,327,16,22,0,312
,18時,3940,0,2842,350,15,22,0,312
,19時,3917,0,2910,255,15,22,0,322
,20時,3953,0,2983,214,16,22,0,319
,21時,3968,0,3026,173,15,22,0,315
,22時,3825,0,2916,165,15,22,0,306
,23時,3981,0,3047,168,16,22,0,319
2020/1/2,0時,3915,0,2998,142,14,22,0,330
,1時,4068,0,3098,175,14,22,0,335
,2時,4207,0,3204,207,14,22,0,343
,3時,4289,0,3218,275,15,22,0,344
,4時,4307,0,3165,340,14,22,0,343
,5時,4233,0,3075,372,14,22,0,342
,6時,4172,0,3119,281,15,22,0,337
,7時,3883,0,2905,210,14,22,40,332
,8時,3769,0,2626,143,14,22,268,323
,9時,3644,0,2375,134,15,22,474,322
,10時,3555,0,2477,123,14,22,575,327
,11時,3550,0,2510,132,14,22,568,325
,12時,3534,0,2578,122,15,22,497,328
,13時,3504,0,2603,141,15,22,387,327
,14時,3513,0,2561,158,16,22,223,332
,15時,3705,0,2746,197,15,22,43,310
,16時,3859,0,2876,276,15,22,0,297
,17時,4004,0,2938,353,16,22,0,289
,18時,4013,0,3007,297,15,22,0,293
,19時,3956,0,3023,247,15,22,0,295
,20時,3956,0,3073,200,16,22,0,280
,21時,3895,0,3030,179,15,22,0,268
,22時,3727,0,2861,163,15,22,0,277
,23時,3893,0,3021,165,16,22,0,291
2020/1/3,0時,3820,0,2957,146,14,22,0,297
,1時,3957,0,3055,181,14,22,0,289
,2時,4096,0,3160,212,15,22,0,286
,3時,4170,0,3160,274,14,22,0,288
,4時,4155,0,3006,362,14,22,0,319
,5時,4066,0,2923,387,15,22,0,300
,6時,3928,0,2775,293,14,22,0,283
,7時,3689,0,2657,242,14,22,44,258
,8時,3607,0,2511,176,14,22,291,255
,9時,3564,0,2438,150,15,22,531,272
,10時,3458,0,2418,130,14,22,661,296
,11時,3417,0,2450,142,15,22,701,315
,12時,3320,0,2394,120,14,22,673,311
,13時,3351,0,2320,140,15,22,519,304
,14時,3464,0,2406,153,16,22,262,315
,15時,3664,0,2632,211,15,22,63,312
,16時,3857,0,2822,264,16,22,0,311
,17時,4046,0,2921,366,15,22,0,294
,18時,4152,0,3026,318,15,22,0,279
,19時,4149,0,3062,290,16,22,0,283
,20時,4130,0,3114,238,15,22,0,260
,21時,4143,0,3235,185,15,22,0,241
,22時,3970,0,3152,171,16,22,0,226
,23時,4123,0,3266,180,15,22,0,239
2020/1/4,0時,4098,0,3258,144,14,22,0,236
,1時,4222,0,3318,184,15,22,0,234
,2時,4346,0,3336,222,14,22,0,240
,3時,4461,0,3350,303,14,22,0,245
,4時,4530,0,3352,363,15,22,0,226
,5時,4503,0,3352,396,14,22,0,206
,6時,4403,0,3368,346,14,22,0,190
,7時,4178,0,3243,254,15,22,32,182
,8時,4168,0,3124,192,14,22,215,190
,9時,4056,0,2851,154,14,22,440,177
,10時,3820,0,2496,137,15,22,583,175
,11時,3731,0,2489,147,14,22,682,183
,12時,3642,0,2558,114,16,22,666,168
,13時,3627,0,2512,142,15,22,504,165
,14時,3737,0,2700,196,15,22,281,144
,15時,3961,0,3092,242,16,22,63,135
,16時,4173,0,3316,284,15,22,0,126
,17時,4330,0,3378,374,15,22,0,123
,18時,4373,0,3441,353,16,22,0,128
,19時,4318,0,3440,291,15,22,0,130
,20時,4303,0,3498,231,15,22,0,112
,21時,4197,0,3420,213,16,22,0,103
,22時,4020,0,3270,206,15,22,0,95
,23時,4202,0,3401,218,15,22,0,113
2020/1/5,0時,4170,0,3385,188,15,22,0,146
,1時,4318,0,3453,222,14,22,0,166
,2時,4445,0,3557,262,14,22,0,152
,3時,4529,0,3577,340,14,22,0,145
,4時,4499,0,3471,401,15,22,0,162
,5時,4403,0,3340,436,14,22,0,168
,6時,4267,0,3251,343,14,22,0,165
,7時,4011,0,3082,282,15,22,42,159
,8時,3890,0,2806,214,14,22,273,147
,9時,3815,0,2637,142,14,22,504,154
,10時,3865,0,2507,133,14,22,669,183
,11時,3921,0,2488,154,15,22,657,210
,12時,3848,0,2619,125,15,22,554,218
,13時,3808,0,2576,138,15,22,460,227
,14時,3858,0,2776,163,15,22,269,236
,15時,4080,0,3119,223,16,22,63,243
,16時,4216,0,3233,293,15,22,0,250
,17時,4412,0,3377,359,15,22,0,255
,18時,4506,0,3538,288,15,22,0,238
,19時,4414,0,3485,253,16,22,0,233
,20時,4336,0,3450,205,15,22,0,229
,21時,4253,0,3396,188,15,22,0,249
,22時,4090,0,3209,197,15,22,0,266
,23時,4180,0,3259,202,15,22,0,290
2020/1/6,0時,4136,0,3254,152,15,22,0,309
,1時,4265,0,3349,170,14,22,0,316
,2時,4387,0,3418,212,14,22,0,320
,3時,4492,0,3429,299,14,22,0,318
,4時,4627,0,3573,300,14,22,0,314
,5時,4601,0,3455,364,15,22,0,311
,6時,4562,0,3453,325,14,22,0,307
,7時,4423,0,3319,305,14,22,28,298
,8時,4407,0,3320,185,14,22,198,288
,9時,4459,0,3197,151,15,22,404,290
,10時,4416,0,3017,145,14,22,543,308
,11時,4335,0,2894,165,14,22,552,308
,12時,4223,0,2906,115,14,22,490,310
,13時,4376,0,3077,136,15,22,430,308
,14時,4367,0,3147,206,15,22,241,319
,15時,4544,0,3422,299,15,22,55,290
,16時,4624,0,3480,414,16,22,0,273
,17時,4601,0,3412,485,15,22,0,260
,18時,4494,0,3340,470,15,22,0,250
,19時,4376,0,3326,396,15,22,0,234
,20時,4258,0,3307,339,15,22,0,197
,21時,4119,0,3229,298,15,22,0,162
,22時,3969,0,3143,270,15,22,0,146
,23時,4124,0,3301,267,16,22,0,135
2020/1/7,0時,4036,0,3272,218,14,22,0,131
,1時,4212,0,3429,231,14,22,0,120
,2時,4361,0,3547,269,14,22,0,106
,3時,4439,0,3502,375,14,22,0,90
,4時,4449,0,3481,412,14,22,0,79
,5時,4388,0,3426,404,14,22,0,75
,6時,4371,0,3460,356,14,22,0,67
,7時,4229,0,3396,266,15,22,32,51
,8時,4357,0,3433,198,14,22,216,37
,9時,4308,0,3197,147,14,22,479,29
,10時,4172,0,2858,148,14,22,694,26
,11時,4049,0,2796,167,14,22,765,23
,12時,3810,0,2713,121,15,22,740,25
,13時,3973,0,2912,136,14,22,605,23
,14時,4097,0,3022,193,16,22,362,16
,15時,4353,0,3483,281,15,22,75,11
,16時,4547,0,3673,377,16,22,0,8
,17時,4570,0,3608,452,15,22,0,5
,18時,4499,0,3541,442,15,22,0,6
,19時,4389,0,3529,350,16,22,0,15
,20時,4284,0,3493,284,15,22,0,27
,21時,4170,0,3395,265,15,22,0,31
,22時,3994,0,3228,255,16,22,0,41
,23時,4112,0,3334,261,15,22,0,58
2020/1/8,0時,4088,0,3321,231,14,22,0,71
,1時,4242,0,3472,248,14,22,0,61
,2時,4382,0,3534,295,14,22,0,86
,3時,4463,0,3453,420,15,22,0,106
,4時,4499,0,3471,441,14,22,0,125
,5時,4428,0,3374,470,15,22,0,135
,6時,4440,0,3417,430,14,22,0,145
,7時,4363,0,3429,314,14,22,20,159
,8時,4654,0,3690,221,15,22,112,171
,9時,4774,0,3792,158,14,22,169,164
,10時,4713,0,3743,134,14,22,202,160
,11時,4703,0,3683,156,15,22,235,165
,12時,4483,0,3559,119,14,22,175,172
,13時,4656,0,3730,156,14,22,112,185
,14時,4767,0,3792,244,15,22,51,177
,15時,4856,0,3803,342,14,22,12,172
,16時,4863,0,3790,411,16,22,0,157
,17時,4811,0,3689,466,15,22,0,145
,18時,4739,0,3657,466,15,22,0,136
,19時,4570,0,3605,382,16,22,0,124
,20時,4403,0,3528,315,15,22,0,94
,21時,4253,0,3495,272,16,22,0,75
,22時,4012,0,3388,284,15,22,0,67
,23時,4130,0,3334,282,16,22,0,43
2020/1/9,0時,4063,0,3304,253,14,22,0,37
,1時,4203,0,3395,294,14,22,0,40
,2時,4363,0,3506,326,15,22,0,57
,3時,4498,0,3521,428,14,22,0,65
,4時,4499,0,3466,459,15,22,0,81
,5時,4467,0,3425,485,14,22,0,71
,6時,4495,0,3506,435,15,22,0,71
,7時,4396,0,3563,291,14,22,8,53
,8時,4561,0,3772,210,14,22,69,34
,9時,4527,0,3707,174,15,22,160,32
,10時,4346,0,3451,146,15,22,270,26
,11時,4162,0,3234,167,14,22,316,31
,12時,3884,0,3192,131,15,22,297,51
,13時,4059,0,3214,153,14,22,285,61
,14時,4146,0,3257,198,15,22,169,70
,15時,4360,0,3456,324,15,22,43,79
,16時,4563,0,3583,422,16,22,0,76
,17時,4611,0,3591,462,15,22,0,65
,18時,4526,0,3502,457,15,22,0,74
,19時,4412,0,3527,353,16,22,0,68
,20時,4310,0,3490,291,15,22,0,59
,21時,4196,0,3382,285,15,22,0,49
,22時,3986,0,3226,282,16,22,0,43
,23時,4099,0,3298,290,15,22,0,32
2020/1/10,0時,4065,0,3312,257,14,22,0,25
,1時,4263,0,3494,281,15,22,0,14
,2時,4410,0,3571,332,14,22,0,10
,3時,4521,0,3566,454,14,22,0,12
,4時,4527,0,3548,482,14,22,0,16
,5時,4504,0,3492,506,14,22,0,13
,6時,4586,0,3613,464,14,22,0,14
,7時,4462,0,3610,314,15,22,43,19
,8時,4469,0,3442,246,14,22,284,16
,9時,4372,0,3208,153,14,22,519,14
,10時,4175,0,2894,134,14,22,655,13
,11時,4043,0,2811,154,15,22,665,10
,12時,3755,0,2884,119,14,22,653,9
,13時,3875,0,2841,142,14,22,598,10
,14時,3984,0,2904,195,16,22,384,9
,15時,4259,0,3262,353,15,22,99,8
,16時,4554,0,3570,416,16,22,1,6
,17時,4615,0,3637,467,15,22,0,5
,18時,4537,0,3548,455,15,22,0,9
,19時,4409,0,3523,346,15,22,0,15
,20時,4321,0,3505,296,16,22,0,17
,21時,4186,0,3456,277,15,22,0,17
,22時,4023,0,3363,278,15,22,0,18
,23時,4167,0,3416,287,16,22,0,28
2020/1/11,0時,4084,0,3328,255,14,22,0,35
,1時,4200,0,3412,280,14,22,0,47
,2時,4337,0,3441,358,14,22,0,61
,3時,4418,0,3441,430,15,22,0,74
,4時,4456,0,3440,459,14,22,0,88
,5時,4367,0,3386,428,14,22,0,88
,6時,4255,0,3354,338,14,22,0,93
,7時,4120,0,3309,226,14,22,26,110
,8時,4133,0,3267,185,14,22,167,103
,9時,4175,0,3184,152,15,22,290,104
,10時,4094,0,3098,152,14,22,323,101
,11時,4011,0,3006,158,14,22,378,98
,12時,3799,0,2876,118,14,22,370,98
,13時,3776,0,2904,140,15,22,253,103
,14時,3825,0,3022,183,15,22,127,88
,15時,3950,0,3112,298,15,22,34,77
,16時,4145,0,3286,361,16,22,0,55
,17時,4255,0,3398,346,15,22,0,47
,18時,4233,0,3446,347,15,22,0,38
,19時,4169,0,3397,286,15,22,0,46
,20時,4082,0,3395,218,15,22,0,59
,21時,3981,0,3305,209,15,22,0,60
,22時,3815,0,3062,213,15,22,0,90
,23時,3977,0,3205,224,15,22,0,89
2020/1/12,0時,3947,0,3208,188,14,22,0,95
,1時,4116,0,3336,220,14,22,0,98
,2時,4249,0,3329,334,14,22,0,111
,3時,4291,0,3300,425,14,22,0,87
,4時,4331,0,3336,428,14,22,0,88
,5時,4195,0,3271,401,14,22,0,76
,6時,4022,0,3198,322,13,22,0,65
,7時,3817,0,3047,250,14,22,21,63
,8時,3840,0,3094,183,14,22,142,60
,9時,3779,0,2950,143,14,22,272,65
,10時,3592,0,2532,157,14,22,444,76
,11時,3424,0,2458,175,14,22,543,85
,12時,3462,0,2634,123,15,22,468,63
,13時,3596,0,2698,136,15,22,353,51
,14時,3651,0,2809,166,15,22,224,61
,15時,3834,0,3058,232,15,22,61,66
,16時,3976,0,3247,253,15,22,0,69
,17時,4184,0,3345,342,15,22,0,64
,18時,4201,0,3316,358,14,22,0,59
,19時,4137,0,3311,269,15,22,0,69
,20時,4084,0,3331,218,15,22,0,58
,21時,3998,0,3270,203,15,22,0,56
,22時,3806,0,3071,210,15,22,0,59
,23時,3928,0,3186,216,15,22,0,53
2020/1/13,0時,3955,0,3263,179,14,22,0,51
,1時,4087,0,3363,196,13,22,0,58
,2時,4210,0,3372,259,14,22,0,74
,3時,4340,0,3356,358,14,22,0,114
,4時,4351,0,3274,421,14,22,0,136
,5時,4330,0,3248,427,14,22,0,129
,6時,4277,0,3349,358,14,22,0,80
,7時,4111,0,3338,212,14,22,31,70
,8時,4095,0,3224,168,14,22,236,80
,9時,3946,0,2874,136,14,22,480,57
,10時,3753,0,2616,138,14,22,616,46
,11時,3637,0,2544,161,14,22,688,50
,12時,3548,0,2558,116,15,22,649,60
,13時,3619,0,2709,140,15,22,499,67
,14時,3741,0,2826,177,16,22,281,83
,15時,3967,0,3068,256,15,22,76,96
,16時,4190,0,3308,299,15,22,0,93
,17時,4382,0,3388,365,15,22,0,92
,18時,4378,0,3419,356,15,22,0,90
,19時,4298,0,3458,261,15,22,0,81
,20時,4250,0,3466,228,16,22,0,62
,21時,4121,0,3376,223,15,22,0,69
,22時,3926,0,3171,215,15,22,0,74
,23時,4012,0,3226,230,15,22,0,77
2020/1/14,0時,3966,0,3201,209,14,22,0,78
,1時,4160,0,3371,224,15,22,0,81
,2時,4305,0,3401,302,14,22,0,84
,3時,4412,0,3419,378,14,22,0,81
,4時,4445,0,3404,429,14,22,0,80
,5時,4426,0,3383,442,14,22,0,97
,6時,4506,0,3551,371,15,22,0,82
,7時,4387,0,3639,237,14,22,38,71
,8時,4518,0,3669,170,14,22,240,60
,9時,4449,0,3396,133,14,22,447,53
,10時,4209,0,2929,127,14,22,674,50
,11時,4049,0,2868,140,14,22,733,57
,12時,3883,0,2921,118,16,22,723,60
,13時,4106,0,3106,143,15,22,563,63
,14時,4195,0,3110,186,15,22,383,50
,15時,4413,0,3456,306,15,22,100,43
,16時,4626,0,3699,370,15,22,0,37
,17時,4701,0,3718,419,16,22,0,37
,18時,4639,0,3693,405,15,22,0,34
,19時,4506,0,3648,335,15,22,0,24
,20時,4398,0,3604,295,15,22,0,14
,21時,4274,0,3487,277,15,22,0,10
,22時,4096,0,3362,260,16,22,0,11
,23時,4201,0,3406,267,15,22,0,11
2020/1/15,0時,4155,0,3403,255,14,22,0,8
,1時,4366,0,3530,271,14,22,0,11
,2時,4535,0,3615,331,14,22,0,11
,3時,4689,0,3698,433,14,22,0,13
,4時,4703,0,3690,475,14,22,0,9
,5時,4718,0,3691,496,15,22,0,10
,6時,4764,0,3711,429,14,22,0,12
,7時,4596,0,3743,278,14,22,48,13
,8時,4541,0,3582,199,14,22,309,15
,9時,4430,0,3394,139,14,22,577,18
,10時,4131,0,3121,123,15,22,696,15
,11時,3972,0,2981,140,14,22,702,10
,12時,3829,0,2969,121,15,22,664,12
,13時,4018,0,3058,138,15,22,503,10
,14時,4175,0,3205,186,16,22,324,12
,15時,4439,0,3521,301,15,22,88,11
,16時,4619,0,3616,357,16,22,0,15
,17時,4720,0,3683,441,16,22,0,23
,18時,4681,0,3739,417,15,22,0,21
,19時,4546,0,3742,309,16,22,0,24
,20時,4465,0,3665,281,15,22,0,39
,21時,4382,0,3601,268,15,22,0,28
,22時,4230,0,3497,261,16,22,0,32
,23時,4305,0,3457,275,15,22,0,49
2020/1/16,0時,4254,0,3460,253,15,22,0,69
,1時,4417,0,3564,285,14,22,0,92
,2時,4576,0,3635,334,15,22,0,85
,3時,4686,0,3641,424,14,22,0,87
,4時,4677,0,3589,470,14,22,0,96
,5時,4606,0,3554,452,15,22,0,100
,6時,4670,0,3660,389,14,22,0,115
,7時,4577,0,3718,256,15,22,43,94
,8時,4552,0,3517,207,14,22,286,86
,9時,4376,0,3157,161,14,22,547,95
,10時,4155,0,2850,128,15,22,722,78
,11時,4078,0,2858,136,14,22,772,100
,12時,3877,0,3001,119,15,22,630,119
,13時,4037,0,2998,139,16,22,531,125
,14時,4180,0,3053,182,15,22,349,134
,15時,4427,0,3409,288,16,22,97,124
,16時,4613,0,3596,355,15,22,1,131
,17時,4691,0,3503,434,16,22,0,136
,18時,4636,0,3464,407,15,22,0,169
,19時,4498,0,3461,310,16,22,0,184
,20時,4403,0,3435,279,15,22,0,192
,21時,4233,0,3329,268,15,22,0,195
,22時,4101,0,3242,254,16,22,0,176
,23時,4168,0,3311,267,15,22,0,177
2020/1/17,0時,4114,0,3237,254,15,22,0,158
,1時,4273,0,3356,294,14,22,0,149
,2時,4453,0,3387,333,14,22,0,165
,3時,4519,0,3344,404,15,22,0,214
,4時,4582,0,3279,511,14,22,0,221
,5時,4554,0,3265,521,15,22,0,213
,6時,4637,0,3458,461,14,22,0,208
,7時,4445,0,3381,304,14,22,54,214
,8時,4415,0,3215,235,15,22,357,212
,9時,4329,0,2953,152,14,22,652,209
,10時,4189,0,2880,137,14,22,830,230
,11時,4185,0,3073,140,15,22,766,255
,12時,3994,0,3101,113,15,22,673,257
,13時,4182,0,2951,131,15,22,582,222
,14時,4224,0,3019,173,16,22,372,202
,15時,4400,0,3315,302,15,22,113,171
,16時,4595,0,3479,417,15,22,1,137
,17時,4668,0,3548,460,15,22,0,125
,18時,4588,0,3571,415,16,22,0,103
,19時,4438,0,3512,335,15,22,0,102
,20時,4328,0,3470,274,15,22,0,89
,21時,4206,0,3389,247,16,22,0,85
,22時,3998,0,3235,225,15,22,0,66
,23時,4142,0,3349,255,15,22,0,38
2020/1/18,0時,4112,0,3366,237,14,22,0,23
,1時,4268,0,3460,262,15,22,0,25
,2時,4403,0,3454,353,14,22,0,34
,3時,4523,0,3464,427,14,22,0,44
,4時,4556,0,3504,426,14,22,0,39
,5時,4466,0,3456,481,15,22,0,26
,6時,4409,0,3476,370,14,22,0,18
,7時,4162,0,3359,236,14,22,59,21
,8時,4033,0,3009,164,14,22,362,18
,9時,3874,0,2664,135,15,22,694,18
,10時,3712,0,2564,134,14,22,897,14
,11時,3610,0,2523,141,14,22,936,11
,12時,3368,0,2357,111,16,22,896,9
,13時,3385,0,2384,123,15,22,774,4
,14時,3483,0,2460,150,15,22,511,3
,15時,3791,0,2849,306,16,22,163,6
,16時,4120,0,3240,368,15,22,3,10
,17時,4329,0,3408,344,15,22,0,15
,18時,4340,0,3416,328,16,22,0,17
,19時,4263,0,3404,300,15,22,0,17
,20時,4185,0,3389,246,15,22,0,23
,21時,4088,0,3363,209,16,22,0,21
,22時,3952,0,3254,193,15,22,0,25
,23時,4156,0,3346,213,15,22,0,27
2020/1/19,0時,4153,0,3390,186,14,22,0,24
,1時,4312,0,3491,202,15,22,0,29
,2時,4476,0,3609,247,14,22,0,34
,3時,4550,0,3651,340,14,22,0,28
,4時,4595,0,3663,364,15,22,0,22
,5時,4438,0,3566,361,14,22,0,24
,6時,4320,0,3509,287,14,22,0,29
,7時,4066,0,3352,201,14,22,48,32
,8時,3853,0,2946,197,14,22,260,24
,9時,3597,0,2549,136,15,22,556,19
,10時,3415,0,2441,130,14,22,769,17
,11時,3281,0,2405,141,14,22,807,8
,12時,3176,0,2327,98,15,22,814,5
,13時,3161,0,2249,120,15,22,666,3
,14時,3281,0,2290,151,15,22,437,4
,15時,3599,0,2781,234,16,22,137,7
,16時,3907,0,3139,279,15,22,3,20
,17時,4174,0,3331,322,15,22,0,45
,18時,4196,0,3356,309,16,22,0,51
,19時,4155,0,3360,279,15,22,0,47
,20時,4084,0,3365,214,16,22,0,39
,21時,3975,0,3266,206,15,22,0,50
,22時,3731,0,3030,200,15,22,0,68
,23時,3889,0,3148,203,15,22,0,76
2020/1/20,0時,3843,0,3105,184,15,22,0,93
,1時,4040,0,3269,209,14,22,0,85
,2時,4220,0,3411,245,14,22,0,84
,3時,4446,0,3547,337,15,22,0,81
,4時,4517,0,3551,425,14,22,0,62
,5時,4580,0,3604,452,14,22,0,40
,6時,4722,0,3860,343,15,22,0,31
,7時,4621,0,3852,270,14,22,4,15
,8時,4795,0,4047,219,14,22,20,10
,9時,4880,0,4096,206,14,22,38,23
,10時,4781,0,4018,189,15,22,41,44
,11時,4727,0,3931,203,14,22,40,83
,12時,4429,0,3651,179,15,22,45,120
,13時,4503,0,3666,218,14,22,37,145
,14時,4512,0,3606,249,14,22,39,168
,15時,4655,0,3633,339,15,22,17,201
,16時,4692,0,3627,407,16,22,0,184
,17時,4749,0,3690,422,15,22,0,166
,18時,4706,0,3651,447,15,22,0,142
,19時,4559,0,3585,362,16,22,0,146
,20時,4443,0,3451,323,15,22,0,151
,21時,4321,0,3332,312,15,22,0,159
,22時,4036,0,3078,288,15,22,0,172
,23時,4163,0,3188,295,15,22,0,176
2020/1/21,0時,4102,0,3162,294,14,22,0,186
,1時,4297,0,3286,343,15,22,0,196
,2時,4502,0,3403,399,14,22,0,209
,3時,4619,0,3418,459,14,22,0,229
,4時,4646,0,3389,490,14,22,0,234
,5時,4605,0,3313,520,14,22,0,245
,6時,4730,0,3463,424,14,22,0,223
,7時,4674,0,3511,368,14,22,10,204
,8時,4843,0,3698,339,14,22,66,201
,9時,4811,0,3643,278,14,22,149,214
,10時,4574,0,3387,262,14,22,219,230
,11時,4410,0,3113,254,14,22,329,243
,12時,4103,0,2732,198,15,22,427,284
,13時,4267,0,2843,234,15,22,387,327
,14時,4362,0,3023,266,16,22,252,341
,15時,4525,0,3266,357,15,22,78,340
,16時,4661,0,3432,429,15,22,2,316
,17時,4729,0,3480,444,15,22,0,288
,18時,4669,0,3465,398,15,22,0,259
,19時,4544,0,3389,375,15,22,0,242
,20時,4429,0,3358,329,15,22,0,218
,21時,4323,0,3358,320,15,22,0,196
,22時,4072,0,3151,283,15,22,0,183
,23時,4154,0,3200,293,15,22,0,200
2020/1/22,0時,4065,0,3068,289,14,22,0,231
,1時,4275,0,3256,336,14,22,0,227
,2時,4433,0,3344,392,14,22,0,234
,3時,4523,0,3340,448,14,22,0,274
,4時,4535,0,3292,462,14,22,0,300
,5時,4525,0,3273,480,14,22,0,296
,6時,4576,0,3349,453,14,22,0,272
,7時,4420,0,3285,390,14,22,35,236
,8時,4434,0,3231,267,14,22,221,211
,9時,4410,0,3029,224,14,22,461,221
,10時,4279,0,2743,224,15,22,623,221
,11時,4110,0,2455,235,14,22,731,230
,12時,3825,0,2415,197,14,22,705,223
,13時,3996,0,2533,228,15,22,575,215
,14時,4087,0,2776,270,15,22,319,238
,15時,4235,0,3063,366,16,22,87,200
,16時,4390,0,3211,454,15,22,1,202
,17時,4498,0,3287,461,15,22,0,205
,18時,4470,0,3348,426,16,22,0,190
,19時,4323,0,3241,380,15,22,0,222
,20時,4199,0,3162,319,15,22,0,221
,21時,4097,0,3119,305,15,22,0,230
,22時,3870,0,2956,291,15,22,0,218
,23時,3949,0,2959,305,15,22,0,229
2020/1/23,0時,3872,0,2901,293,15,22,0,235
,1時,4020,0,2989,326,14,22,0,238
,2時,4137,0,3077,352,14,22,0,235
,3時,4285,0,3184,433,14,22,0,176
,4時,4338,0,3207,506,15,22,0,124
,5時,4336,0,3224,525,14,22,0,93
,6時,4385,0,3336,409,14,22,0,82
,7時,4249,0,3329,317,14,22,56,69
,8時,4205,0,3089,248,15,22,340,51
,9時,4087,0,2745,194,14,22,617,50
,10時,3904,0,2361,188,14,22,827,49
,11時,3786,0,2217,175,15,22,901,46
,12時,3541,0,2258,144,14,22,866,39
,13時,3725,0,2443,165,14,22,668,34
,14時,3822,0,2695,198,15,22,415,29
,15時,4069,0,3076,334,15,22,130,20
,16時,4348,0,3296,463,15,22,4,14
,17時,4516,0,3409,484,15,22,0,10
,18時,4486,0,3418,449,16,22,0,9
,19時,4387,0,3426,403,15,22,0,8
,20時,4277,0,3404,343,15,22,0,5
,21時,4159,0,3399,291,15,22,0,16
